image_name,caption,emotions
conceptualcaptions__a-woman-washing-laundry-in-tranquil-pool-of-water-at-ancient-chinese-KGAHAB.jpg,a woman washing laundry in tranquil pool of water at ancient village,"['neutral', 'excited', 'calm']"
conceptualcaptions__a-young-girl-has-fun-as-she-swings-in-a-tire-swing-b0xpdd.jpg,a young girl has fun as she swings in a tire swing,"['sad', 'happy', 'joy', 'nostalgic']"
conceptualcaptions__a-young-man-sitting-on-a-grassy-area-talking-on-the-phone-c5fxx7.jpg,a young man sitting on a grassy area talking on the phone,"['intrigued', 'interested', 'happy', 'curious']"
conceptualcaptions__a-young-woman-playing-with-her-dog-br1f4d.jpg,a young woman playing with her dog,"['happy', 'excited', 'joy', 'nostalgic']"
conceptualcaptions__a-young-woman-walks-through-a-field-at-sunset-into-the-gold-light-c31p4g.jpg,a young woman walks through a field at sunset into the gold light,"['happy', 'inspired']"
conceptualcaptions__a50338b3de6a7135ee55fe014424d7cd--the-facts-aspen.jpg,love the table ... hate the fact that there 's no info about it !,"['happy', 'curious', 'beautiful']"
conceptualcaptions__a6bf069264196c84ab565d279a24ba1a--spanish-courtyard-wedding-rentals.jpg,from a beautiful shot of the bride and groom in front of the gates of courtyard .,"['sad', 'happy', 'excited', 'beautiful', 'joy', 'nostalgic']"
conceptualcaptions__a711e6e4a23c60f29341624085aaaf24--ladies-dresses-painted-ladies.jpg,actor looking amazing in dress .,"['neutral', 'happy', 'beautiful', 'bored']"
conceptualcaptions__a7e44e3ae433041c55e45de093aa0836.jpg,create an easy water garden on your patio .,"['impressed', 'interested', 'happy', 'excited', 'curious']"
conceptualcaptions__a809f874bb7ee97f502793ec49f0f6fc.jpg,people from all around the world have taken some amazing photos with drones this past year .,"['interested', 'happy', 'excited', 'amazed', 'confused']"
conceptualcaptions__af9542c781d25cf2feb01bd471b0d335--decoupage-chair-pick-art.jpg,botanical prints add to the fresh look of this living room .,"['neutral', 'good', 'excited', 'calm']"
conceptualcaptions__amywineDM1908_468x400.jpg,even super skinny stars suffer from every girls worst nightmare,"['happy', 'annoyed', 'confused', 'sad', 'fear']"
conceptualcaptions__an-employee-of-the-cebit-fair-in-hannover-presents-to-swatch-watches-dderdm.jpg,an employee of the fair presents to watches with which one can make calls too,"['interested', 'happy', 'anger', 'curious', 'confused']"
conceptualcaptions__ancient-wooden-chess-pieces-on-an-old-chessboard-jebbpc.jpg,ancient wooden chess pieces on an old chessboard,"['intrigued', 'interested', 'good', 'happy', 'nostalgic']"
conceptualcaptions__article-0-0B7D7ABD00000578-317_468x411.jpg,real gentleman : person gallantly helps person down some stairs,"['upset', 'happy', 'excited', 'disgusted', 'sad']"
conceptualcaptions__article-0-15F9C8FF000005DC-496_634x841.jpg,top competitor : country pop artist gave pop artist a run for her money as she arrived wearing a slinky vintage - looking dress,"['impressed', 'happy', 'beautiful']"
conceptualcaptions__article-0-19D205D100000578-696_470x423.jpg,freckles : freckles are beginning to become noticeable in this image from video which explains how he created his realistic portrait,"['impressed', 'intrigued', 'interested', 'happy', 'curious']"
conceptualcaptions__article-2332669-1A0C8FFE000005DC-64_634x421.jpg,travelling in style : the family have been travelling around on their luxury yacht,"['impressed', 'interested', 'scared', 'happy', 'confused']"
conceptualcaptions__article-2384412-1B2417F5000005DC-669_470x704.jpg,person looked stunning in a blue ball gown as the couple laughed and danced the night away,"['interested', 'neutral', 'happy', 'inspired', 'confused']"
conceptualcaptions__article-2409533-1B9744C1000005DC-837_634x707.jpg,"while visiting the beach later in the afternoon , person read the script for story of - her first lead role in a film","['interested', 'happy', 'hopeful']"
conceptualcaptions__article-2534572-1A72904E00000578-371_470x423.jpg,the adorable monkey was made by person - who sets himself year - long challenges - as was film character,"['awe', 'good', 'happy', 'amazed', 'beautiful', 'inspired']"
conceptualcaptions__article-2564681-1BAB39F000000578-933_964x637.jpg,a couple of residents canoe along a road called a city last week as they refuse to let the floods stop them moving around,"['concerned', 'happy', 'hopeful', 'excited', 'amazed', 'sad']"
conceptualcaptions__article-2607686-1D2C6C8300000578-469_634x451.jpg,"change of scenery : the talented striker learned to play football on these streets in the slum he calls home , but is set to swap them for soccer pitch this weekend","['awe', 'intrigued', 'curious', 'inspired', 'fear']"
conceptualcaptions__article-2651364-1E8BFDCA00000578-121_634x972.jpg,"looking good : person wowed in a little black dress , which was given an edge with a fringed leather jacket","['intrigued', 'interested', 'happy', 'beautiful', 'angry']"
conceptualcaptions__asian-bridal-couple-on-a-staircase-posing-for-a-picture-young-women-c90thx.jpg,bridal couple on a staircase posing for a picture young women doing her exercises next to her dog,"['happy', 'anger', 'excited', 'beautiful', 'joy', 'confused', 'sad', 'angry']"
conceptualcaptions__at-the-ubud-bali-public-market-there-is-a-variety-of-art-and-handicrafts-BMC6AR.jpg,public market there is a variety of art and handicrafts available for sale .,"['impressed', 'excited', 'amazed', 'curious', 'inspired']"
conceptualcaptions__b33fc6c5da6c9d60d7481d613ad29973--tinyhouses-wood-stoves.jpg,a custom square feet tiny house on wheels .,"['intrigued', 'interested', 'good', 'happy']"
conceptualcaptions__b35647131cda06224a58306869e95f63--lavender-nails-long-nails.jpg,"if mermaids got their nails done , we 're pretty sure this is what they would look like .","['interested', 'curious', 'beautiful', 'disgusted']"
conceptualcaptions__b5b57219-20f6-465b-ad45-6c5d8acce6d3.c10.jpg,master bathroom that sets just off master bedroom .,"['happy', 'curious', 'calm', 'disgusted']"
conceptualcaptions__b9b175d9819dd53e9828ad20f9c6fc39--green-velvet-sofa-green-sofa.jpg,come and peer in to the homes of some of the country 's leading interior designers .,"['intrigued', 'interested', 'neutral', 'happy', 'calm']"
conceptualcaptions__baby-lying-on-her-belly-with-toy-on-a-bed-at-home-hxg6cd.jpg,baby lying on her belly with toy on a bed at home,"['happy', 'curious', 'excited']"
conceptualcaptions__badwater-basin-the-lowest-point-in-america-at-282-feet-below-sea-level-b80e4y.jpg,tourist attraction the lowest point at feet below sea level,"['awe', 'interested', 'happy', 'amazed', 'calm']"
conceptualcaptions__bbcc0423429c66df5efb49c9a7ece607--jungle-party-jungles.jpg,every plant had a little surprise .,"['intrigued', 'scared', 'worried', 'sad']"
conceptualcaptions__bbda1cfd0f4c909642fa17d6a69d7978--wild-animals-baby-animals.jpg,"missing the little critters that run up , down and all around the pine trees !","['happy', 'joy']"
conceptualcaptions__bd166fa38904480ea202af7c8c3d10a6.jpg,award winner performs on the balance beam during the artistic gymnastics women 's qualification .,"['awe', 'happy', 'excited', 'amazed', 'inspired']"
conceptualcaptions__bd94a7b6b040da24f3475ae5076165e5ff80e2dee18a6e34c1cc1c37774d92d8.jpg,"i 've become so used to things not going well in my life that when a few good things happen , i 'm scared that something bad is right around the corner","['hopeful', 'sad']"
conceptualcaptions__be468b809eb2fcdb0133ad2c5e21de4f.jpg,a foot - operated public toilet for better hygiene and health .,"['intrigued', 'happy', 'excited', 'curious', 'bored']"
conceptualcaptions__beautiful-baby-girl-in-a-purple-cardigan-with-a-pearl-necklace-isolated-ewj228.jpg,"beautiful baby girl in a purple cardigan with a pearl necklace , isolated on white","['happy', 'excited', 'beautiful', 'amazed', 'worried']"
conceptualcaptions__beautiful-purple-wildflowers-along-the-coast-at-salt-point-state-park-fyadmj.jpg,beautiful purple wildflowers along the coast,"['happy', 'calm', 'beautiful']"
conceptualcaptions__benidorm-new-town-british-fancy-dress-day-couple-dressed-in-black-KMM8RN.jpg,new town fancy dress day couple dressed in black and white chequered costumes,"['happy', 'curious', 'inspired']"
conceptualcaptions__board-for-cutting-vegetables-a-knife-and-cucumbers-with-tomatoes-epe131.jpg,"board for cutting vegetables , a knife and cucumbers with tomatoes","['sad', 'happy', 'hopeful', 'curious', 'disgusted']"
conceptualcaptions__boulders-beach-near-cape-town-in-south-africa-has-a-colony-of-african-grk4j5.jpg,tourist attraction has a colony which settled there,"['excited', 'curious', 'confused']"
conceptualcaptions__branding-green-sign-board-isolated-image-with-hi-res-rendered-artwork-KD3BYJ.jpg,branding green sign board isolated image with hi - res rendered artwork that could be used for any graphic design,"['interested', 'curious', 'excited', 'confused']"
conceptualcaptions__bsi-bsip-014752-016.jpg,drawing water from a well .,"['happy', 'curious', 'sad']"
conceptualcaptions__bull-moose-playfully-fighting-in-the-tundra-g0atp0.jpg,bull moose playfully fighting in the tundra,"['intrigued', 'awe', 'neutral', 'happy', 'excited', 'curious', 'sad']"
conceptualcaptions__business-people-talking-and-smiling-in-an-office-in-front-of-a-notebook-f66bb9.jpg,business people talking and smiling in an office in front of a notebook,"['impressed', 'happy', 'curious', 'calm', 'bored']"
conceptualcaptions__busy-traffic-in-the-town-centre-darjeeling-west-bengal-india-j934p1.jpg,busy traffic in the town centre,"['sad', 'disgusted', 'happy', 'curious', 'beautiful']"
conceptualcaptions__c0172fcc0d2cfdc3e2a10f92747a3204--natural-red-hair-ny-fashion-week.jpg,"while she is showing some shoulder , her beautiful natural red hair falls dead straight pass her shoulder .","['beautiful', 'bored']"
conceptualcaptions__c1225b841a028c860fed4e5517d3e37e--veronica-fruit.jpg,the industry - fresh looks and fashion tips by - page,"['interested', 'good', 'curious', 'inspired']"
conceptualcaptions__c405412f61e84d8988c0b0c41669ea1a--decorated-wine-bottles-christmas-paintings.jpg,"i made these for my kitchen using material , paint and added a little bling .","['interested', 'disgusted', 'happy', 'excited', 'curious', 'beautiful', 'inspired', 'confused']"
conceptualcaptions__c680479a7059973359963410c68f709b--hairstyles-for-fine-hair-short-hairstyles.jpg,"to get the slick look for fine hair , grow it medium length .","['intrigued', 'interested', 'good', 'happy', 'confused']"
conceptualcaptions__c984b3fe89905a7e8acc2939c7e3c90a--traveling-montana-camping-in-montana.jpg,some of the best things to do when !,"['intrigued', 'interested', 'happy', 'curious', 'excited', 'inspired']"
conceptualcaptions__c9cafe9bd9c32d7ef71a3d86efe0be18--photo-kids--kids-and-counting.jpg,wedding : sweet moment with mom and dad before walking the aisle !,"['nostalgic', 'beautiful', 'happy']"
conceptualcaptions__camilla-cabello-on-stage-during-the-mtv-europe-music-awards-2017-held-KH5A2E.jpg,pop artist on stage during awards held .,"['interested', 'happy', 'annoyed', 'disgusted']"
conceptualcaptions__car-driving-along-chapmans-peak-drive-in-south-africa-epic-road-along-JMA9C6.jpg,car driving along tourist attraction .,"['interested', 'scared', 'curious', 'beautiful', 'inspired']"
conceptualcaptions__cavos%20sapda.jpg,person is located right next .,"['happy', 'confused', 'sad']"
conceptualcaptions__cb957047b2dc59965923ca81e903dd89.jpg,"i heard he was crying at the end of the concert today , poor my baby .","['happy', 'excited', 'annoyed', 'sad']"
conceptualcaptions__ccd6da9ef3d6ba5478a3caada36a8ed3.jpg,candles inspired by the scent of the garden and the comfort of home .,"['interested', 'happy', 'curious', 'calm']"
conceptualcaptions__cfe57eaf05bda2b95506ee9b1858effe--face-reference-beautiful-children.jpg,amazing portrait of a boy .,"['scared', 'happy', 'amazed']"
conceptualcaptions__cheerful-colleagues-standing-in-the-office-g12eay.jpg,cheerful colleagues standing in the office,"['neutral', 'happy', 'curious', 'joy', 'calm']"
conceptualcaptions__classic-chinese-architecture-and-a-heavy-red-wooden-door-with-metal-ADW702.jpg,classic architecture and a heavy red wooden door,"['happy', 'amazed']"
conceptualcaptions__classic-london-bus-model-isolated-over-a-white-background-e0dcyw.jpg,model isolated over a white background,"['happy', 'beautiful', 'nostalgic']"
conceptualcaptions__clinton-fashion-icon-grace-kelly-04.jpg,actor poses for a picture with award for her role in musical film .,"['proud', 'happy', 'excited', 'curious', 'annoyed']"
conceptualcaptions__close-up-of-an-intimidating-stare-of-a-silver-back-gorilla-ehn5k5.jpg,close up of an intimidating stare of a silver back gorilla,"['interested', 'happy']"
conceptualcaptions__coastal-erosion-on-the-south-west-coast-near-old-harry-rocks-jurassic-cwc0dd.jpg,coastal erosion on the south west coast,"['awe', 'neutral', 'happy', 'curious', 'nostalgic', 'sad']"
conceptualcaptions__columbia-man-gastric-bypass-surgery-05172016-760x507.jpg,"person , considered the most obese male gestures next to man at the clinic where he will get a gastric balloon implanted .","['interested', 'concerned', 'happy', 'hopeful', 'disgusted', 'sad']"
conceptualcaptions__crack-golf-ball-with-sunlight-and-shadow-put-on-putting-green-in-no-fh1cm0.jpg,crack golf ball with sunlight and shadow put on putting green in no color,"['impressed', 'interested', 'confused']"
conceptualcaptions__d1b874a2748d29d8af40f2dbd8117ed9.jpg,"constellation of my zodiac sign , i would like this on my right shoulder , but only the stars , no lines !","['intrigued', 'curious', 'joy', 'annoyed', 'sad']"
conceptualcaptions__d2de0a51e9334116d220cedf0557271e--hurricane-candle-soul.jpg,candle the astonishing glance of this candles describe the inner beauty of a soul,"['happy', 'calm']"
conceptualcaptions__d325506321f4417a8d25ec3f7dde9813--tuxedo-bow-tie-camila-alves.jpg,happy family : last year person shared a picture of herself with person and their kids after becoming a citizen,"['good', 'happy', 'sad']"
conceptualcaptions__d385f74dd7036a037f26f31eca0ffa5a--wood-planks-wood-plank-walls.jpg,reclaimed wood wall and dark blue looks so lovely for boys .,"['intrigued', 'proud', 'interested', 'happy', 'curious', 'excited', 'beautiful']"
conceptualcaptions__d3a146d13fd1891271dc4d604bfb10b1--wooden-angel-wings-angel-wings-wall-decor.jpg,large angel wings this is $447,"['impressed', 'awe', 'interested', 'upset', 'happy', 'curious', 'amazed']"
